0,0
1,0
2,0
0,1
1,1
2,1
0,2
2,2
0,4
1,4
2,4
0,5
1,5
3,5
2,5
4,6
0,6
5,6
6,6
7,6
8,6
9,6
1,6
10,6
11,6
2,6
0,7
1,7
12,7
2,7
0,8
1,8
2,8
0,9
1,9
2,9
0,10
1,10
2,10
12,12
13,12
14,12
12,14
13,14
14,14
1,16
2,16
1,17
2,17
0,18
2,18
0,19
1,19
2,19
0,21
1,21
2,21
12,22
10,22
15,22
0,23
1,23
2,23
0,25
1,25
2,25
0,26
5,26
10,26
11,26
2,26
0,27
1,27
16,27
2,27
6,27
0,29
1,29
2,29
10,30
17,30
0,31
5,31
1,31
11,31
2,31
18,31
0,32
1,32
2,32
19,32
20,33
8,33
3,34
2,34
1,35
2,35
8,36
12,37
14,37
21,37
0,38
1,38
2,38
0,39
1,39
2,39
0,40
2,40
1,41
12,41
0,42
1,42
3,42
2,42
0,43
1,43
2,43
8,44
0,45
1,45
11,45
2,45
0,46
5,46
1,46
10,46
11,46
2,46
10,47
0,48
1,48
2,48
0,49
2,49
4,51
22,51
14,51
21,51
23,51
0,52
24,52
25,52
23,53
1,53
6,53
0,53
19,53
23,54
8,54
10,54
1,55
2,55
8,56
0,57
1,57
0,58
1,58
2,58
5,59
11,59
2,59
0,60
1,60
12,60
2,60
0,61
12,61
26,61
1,61
10,61
27,61
2,61
28,61
0,62
1,62
2,62
12,63
14,63
29,64
12,64
8,64
19,64
0,65
1,65
11,65
2,65
14,66
8,66
2,66
0,67
5,67
11,67
2,67
23,67
0,68
1,68
12,68
11,68
2,68
0,69
1,69
2,69
12,70
14,71
8,71
10,71
2,71
19,71
1,72
2,72
0,73
1,73
2,73
19,74
30,75
6,75
31,75
0,76
2,76
0,77
1,77
11,77
2,77
0,78
1,78
3,78
2,78
12,79
0,80
1,80
32,80
2,80
12,81
10,82
0,83
1,83
2,83
1,84
2,84
0,85
1,85
2,85
0,86
2,86
25,86
0,87
11,87
2,87
1,88
2,88
10,89
33,89
0,90
1,90
2,90
0,91
5,91
1,91
11,91
2,91
18,91
0,92
0,93
1,93
3,93
2,93
0,94
1,94
3,94
2,94
0,95
1,95
10,95
2,95
0,96
11,96
2,96
14,97
8,97
2,97
19,97
0,98
1,98
2,98
0,99
1,99
2,99
19,100
10,101
0,102
5,102
1,102
11,102
2,102
18,102
12,103
14,103
12,104
10,104
13,104
14,104
11,105
34,105
2,106
1,107
35,107
2,107
23,108
1,108
10,108
2,108
7,108
0,109
1,109
3,109
2,109
0,110
1,110
2,110
0,111
5,111
1,111
2,111
0,112
1,112
10,112
2,112
19,112
10,113
19,113
0,114
1,114
2,114
0,115
1,115
2,115
2,116
0,117
1,117
19,118
12,119
8,120
0,121
1,121
2,121
0,122
2,122
12,123
13,123
0,124
1,124
3,124
2,124
0,125
1,125
5,125
11,125
2,125
1,126
0,127
2,127
0,128
1,128
12,128
2,128
7,128
12,129
14,129
1,130
36,130
10,130
2,130
0,131
1,131
2,131
7,131
32,132
2,133
8,134
2,135
0,136
1,136
32,136
2,136
0,138
1,138
10,138
2,138
0,139
1,139
2,139
14,140
0,141
1,141
2,141
5,142
11,142
2,143
0,144
1,144
10,144
37,144
38,145
8,145
10,145
1,146
6,146
18,146
2,146
0,147
1,147
6,147
19,147
0,148
1,148
5,148
11,148
2,148
4,149
14,149
12,149
21,149
39,149
10,149
4,151
23,151
40,151
14,151
41,151
42,151
43,151
30,151
6,151
2,151
1,151
44,151
21,151
45,151
10,151
11,151
46,151
34,151
8,152
0,153
1,153
19,154
10,155
19,155
1,156
3,156
2,156
0,157
1,157
2,157
19,158
0,159
1,159
2,159
4,160
23,160
14,160
47,160
25,160
1,160
2,160
0,160
8,160
12,160
21,160
10,160
48,160
4,161
10,161
49,161
21,161
19,161
0,162
1,162
2,162
0,163
1,163
2,163
0,164
1,164
3,164
2,164
23,165
10,165
11,165
8,166
10,166
0,167
1,167
2,167
19,168
0,169
1,169
12,169
2,169
0,170
1,170
11,170
2,170
12,171
14,171
7,171
0,172
1,172
8,172
7,172
33,172
8,173
0,174
1,174
2,174
1,175
2,175
12,176
34,176
6,176
50,176
10,176
19,176
19,177
0,178
1,178
2,178
15,179
12,180
14,180
4,181
51,181
52,181
